,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25994,48,management,married,tertiary,no,879,no,no,cellular,19,11,136,3,-1,0,unknown,no
25995,47,management,divorced,tertiary,no,6333,yes,no,telephone,19,11,498,4,-1,0,unknown,no
25996,56,management,married,tertiary,no,3610,yes,no,cellular,19,11,162,4,-1,0,unknown,no
25997,31,student,single,unknown,no,2144,yes,no,cellular,19,11,282,2,-1,0,unknown,no
25998,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,11,544,3,-1,0,unknown,no
25999,49,unemployed,married,primary,no,126,yes,no,cellular,19,11,184,2,-1,0,unknown,no
26000,35,management,married,tertiary,no,376,no,no,cellular,19,11,223,4,-1,0,unknown,no
26001,34,technician,married,secondary,no,7171,yes,no,cellular,19,11,523,2,-1,0,unknown,no
26002,42,entrepreneur,divorced,secondary,no,3780,yes,no,cellular,19,11,104,3,-1,0,unknown,no
26003,46,technician,divorced,secondary,no,111,yes,no,cellular,19,11,178,3,183,2,other,no
26004,30,blue-collar,married,secondary,no,913,yes,yes,cellular,19,11,433,2,-1,0,unknown,no
26005,30,blue-collar,married,secondary,no,631,yes,no,cellular,19,11,174,2,-1,0,unknown,no
26007,44,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,11,354,2,-1,0,unknown,no
26008,32,technician,married,tertiary,no,0,yes,no,cellular,19,11,231,4,-1,0,unknown,no
26009,53,technician,married,unknown,no,6921,yes,no,cellular,19,11,130,3,188,2,other,no
26010,43,admin.,married,secondary,no,388,yes,no,cellular,19,11,111,2,-1,0,unknown,no
26011,50,management,married,tertiary,no,-470,yes,no,cellular,19,11,130,2,160,1,failure,no
26012,50,management,married,tertiary,no,1597,no,no,cellular,19,11,374,2,-1,0,unknown,no
26013,57,management,married,tertiary,no,12048,no,no,telephone,19,11,95,3,-1,0,unknown,no
26014,30,management,married,tertiary,no,2451,yes,no,cellular,19,11,191,2,175,1,failure,no
26015,58,retired,divorced,primary,no,2538,yes,no,cellular,19,11,680,2,111,6,failure,yes
26016,33,admin.,married,secondary,no,581,yes,no,cellular,19,11,193,2,-1,0,unknown,no
26017,44,unemployed,married,secondary,no,1543,no,no,cellular,19,11,363,2,-1,0,unknown,no
26018,43,self-employed,divorced,secondary,no,347,no,no,cellular,19,11,1468,3,-1,0,unknown,yes
26019,32,technician,married,secondary,no,1119,no,no,cellular,19,11,371,2,-1,0,unknown,no
26020,54,retired,married,secondary,no,2626,no,no,cellular,19,11,221,2,190,2,failure,no
26021,35,management,single,tertiary,no,1902,no,no,cellular,19,11,188,5,-1,0,unknown,no
26023,46,services,divorced,secondary,no,15,no,no,cellular,19,11,314,3,-1,0,unknown,no
26024,56,technician,single,secondary,no,751,yes,no,cellular,19,11,85,5,-1,0,unknown,no
26025,31,student,single,secondary,no,93,no,no,cellular,19,11,584,2,-1,0,unknown,no
26026,42,management,divorced,tertiary,no,16,no,no,cellular,19,11,140,3,-1,0,unknown,no
26027,47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,11,635,3,170,2,failure,no
26028,42,management,married,tertiary,no,3713,no,no,cellular,19,11,709,2,-1,0,unknown,yes
26029,37,management,single,tertiary,no,6964,no,no,cellular,19,11,223,3,-1,0,unknown,no
26030,39,management,married,tertiary,no,12855,yes,no,cellular,19,11,108,4,173,1,failure,no
26031,39,self-employed,divorced,tertiary,no,155,no,no,cellular,19,11,449,2,-1,0,unknown,no
26032,40,blue-collar,married,secondary,no,0,yes,yes,cellular,19,11,53,2,-1,0,unknown,no
26033,54,management,married,tertiary,no,17008,no,no,cellular,19,11,151,2,-1,0,unknown,no
26034,39,admin.,married,secondary,no,-982,yes,yes,cellular,19,11,287,3,117,2,other,no
26035,39,management,single,tertiary,no,633,no,no,cellular,19,11,105,2,133,3,failure,no
26036,42,services,single,secondary,no,838,yes,no,cellular,19,11,266,2,-1,0,unknown,no
26037,39,management,married,unknown,no,548,yes,no,cellular,19,11,154,2,-1,0,unknown,no
26038,39,blue-collar,married,secondary,no,747,yes,yes,cellular,19,11,209,2,180,1,other,no
26039,54,entrepreneur,married,unknown,no,1956,no,no,cellular,19,11,221,5,-1,0,unknown,no
26040,52,admin.,married,secondary,no,1648,yes,no,cellular,19,11,172,3,-1,0,unknown,no
26041,34,unemployed,single,secondary,no,9895,no,no,cellular,19,11,356,2,-1,0,unknown,no
26042,42,technician,single,secondary,no,2036,yes,no,cellular,19,11,259,2,-1,0,unknown,no
26043,50,blue-collar,married,tertiary,no,1784,no,no,cellular,19,11,1184,3,160,1,failure,no
26044,43,admin.,single,secondary,no,733,yes,no,cellular,19,11,1102,3,-1,0,unknown,yes
26045,59,retired,divorced,secondary,no,21,yes,no,telephone,19,11,121,2,-1,0,unknown,no
26046,52,technician,married,unknown,no,9687,yes,no,cellular,19,11,222,3,174,1,failure,no
26047,39,management,divorced,tertiary,no,1315,yes,no,cellular,19,11,1337,4,126,1,failure,no
26048,54,management,married,tertiary,no,0,no,yes,cellular,19,11,307,3,-1,0,unknown,no
26049,37,admin.,married,unknown,no,497,yes,no,telephone,19,11,178,2,-1,0,unknown,no
26050,33,management,single,tertiary,no,923,yes,no,cellular,19,11,1307,3,173,6,failure,no
26051,45,management,married,tertiary,no,7154,yes,no,cellular,19,11,93,3,111,3,failure,no
26052,55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,11,225,5,-1,0,unknown,no
26053,46,management,married,tertiary,no,1388,no,no,cellular,19,11,515,5,-1,0,unknown,no
26054,56,entrepreneur,married,secondary,no,196,no,no,cellular,19,11,312,3,-1,0,unknown,no
26055,59,entrepreneur,married,primary,no,0,no,no,telephone,19,11,207,2,153,1,failure,no
26056,56,management,divorced,tertiary,no,382,no,no,cellular,19,11,117,2,-1,0,unknown,no
26057,53,management,married,tertiary,no,2578,no,no,cellular,19,11,299,4,107,2,failure,no
26058,37,management,married,secondary,no,510,yes,no,cellular,19,11,67,2,90,6,failure,no
26059,33,services,single,secondary,no,3910,yes,no,cellular,19,11,676,2,-1,0,unknown,no
26060,54,self-employed,married,primary,no,277,yes,no,cellular,19,11,300,5,170,3,failure,no
26061,42,blue-collar,married,primary,no,792,yes,yes,cellular,19,11,611,2,175,12,other,no
26062,36,blue-collar,married,secondary,no,0,yes,no,telephone,19,11,52,2,-1,0,unknown,no
26063,57,retired,divorced,tertiary,no,3875,no,no,cellular,19,11,130,2,-1,0,unknown,no
26064,44,technician,married,secondary,yes,16486,yes,yes,cellular,19,11,275,3,-1,0,unknown,no
26066,35,self-employed,single,secondary,no,951,yes,no,cellular,19,11,220,2,-1,0,unknown,no
26067,32,admin.,single,secondary,no,375,yes,no,cellular,19,11,143,3,-1,0,unknown,no
26068,57,unemployed,married,secondary,no,839,no,no,telephone,19,11,46,2,-1,0,unknown,no
26069,39,management,divorced,tertiary,no,4692,yes,no,telephone,19,11,214,2,174,2,success,no
26070,32,management,single,tertiary,no,586,yes,no,cellular,19,11,158,4,-1,0,unknown,no
26071,34,services,married,secondary,no,2048,yes,no,cellular,19,11,307,2,-1,0,unknown,no
26072,49,technician,single,secondary,no,3972,no,no,cellular,19,11,37,2,-1,0,unknown,no
26073,39,housemaid,married,secondary,no,4136,yes,no,cellular,19,11,194,2,170,3,failure,no
26074,33,admin.,single,secondary,no,0,yes,no,cellular,19,11,85,2,-1,0,unknown,no
26075,36,technician,married,secondary,no,4613,no,no,cellular,19,11,207,2,-1,0,unknown,no
26076,32,services,single,secondary,no,80,yes,no,telephone,19,11,475,2,-1,0,unknown,no
26079,37,blue-collar,single,secondary,no,0,no,no,cellular,19,11,228,3,-1,0,unknown,no
26080,45,unemployed,married,tertiary,no,1148,no,no,cellular,19,11,782,2,-1,0,unknown,no
26081,59,retired,married,secondary,no,17769,no,no,cellular,19,11,322,3,-1,0,unknown,no
26082,33,management,married,tertiary,no,621,no,no,cellular,19,11,1435,3,99,5,failure,no
26083,47,technician,divorced,primary,no,3524,yes,no,cellular,19,11,332,4,-1,0,unknown,no
26084,31,services,married,secondary,no,283,yes,no,cellular,19,11,214,2,-1,0,unknown,no
26085,31,self-employed,single,tertiary,no,217,no,no,cellular,19,11,501,4,-1,0,unknown,no
26086,33,blue-collar,married,secondary,no,0,yes,no,cellular,19,11,330,2,-1,0,unknown,no
26087,40,admin.,married,unknown,no,9110,yes,no,telephone,19,11,89,3,-1,0,unknown,no
26088,42,admin.,married,secondary,no,529,yes,yes,cellular,19,11,193,3,-1,0,unknown,no
26089,53,management,married,tertiary,no,32464,no,no,cellular,19,11,135,4,-1,0,unknown,no
26091,54,management,married,tertiary,no,0,no,no,cellular,19,11,214,3,-1,0,unknown,no
26092,31,services,married,secondary,no,1020,yes,no,cellular,19,11,575,6,-1,0,unknown,no
26093,32,unemployed,married,secondary,no,0,no,no,cellular,19,11,303,3,-1,0,unknown,no
26094,50,housemaid,married,primary,no,5296,no,no,cellular,19,11,64,7,-1,0,unknown,no
26095,33,management,married,tertiary,no,516,yes,no,cellular,19,11,245,4,-1,0,unknown,no
26097,41,self-employed,married,secondary,no,3123,yes,no,cellular,19,11,291,2,-1,0,unknown,no
26098,41,self-employed,divorced,tertiary,no,4717,yes,no,cellular,19,11,182,2,-1,0,unknown,no
26099,30,unemployed,married,secondary,yes,19,no,no,cellular,19,11,186,5,-1,0,unknown,no
26100,40,management,married,tertiary,no,3352,yes,no,cellular,19,11,639,2,27,1,success,yes
26101,37,housemaid,divorced,secondary,no,226,no,yes,cellular,19,11,380,2,167,3,other,no
26102,35,management,married,tertiary,no,552,yes,yes,cellular,19,11,314,2,124,1,failure,no
26104,35,unemployed,married,secondary,no,759,no,no,cellular,19,11,556,3,-1,0,unknown,no
26105,30,technician,single,secondary,no,1416,no,no,telephone,19,11,519,2,-1,0,unknown,no
26106,49,management,married,unknown,no,0,no,no,cellular,19,11,99,2,-1,0,unknown,no
26107,49,management,married,tertiary,no,0,no,no,cellular,19,11,209,3,-1,0,unknown,no
26109,56,admin.,married,unknown,no,1933,no,no,telephone,19,11,44,2,-1,0,unknown,no
26110,32,blue-collar,married,secondary,no,254,yes,no,cellular,19,11,1720,3,-1,0,unknown,yes
26111,30,self-employed,single,tertiary,no,189,no,no,cellular,19,11,71,4,-1,0,unknown,no
26113,30,management,single,tertiary,no,508,no,yes,cellular,19,11,70,4,-1,0,unknown,no
26114,31,management,married,tertiary,no,35,yes,yes,cellular,19,11,323,2,-1,0,unknown,no
26116,49,unemployed,married,secondary,no,8399,no,no,cellular,19,11,596,2,-1,0,unknown,no
26117,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,19,11,517,2,187,3,failure,no
26118,32,management,single,tertiary,no,509,no,yes,cellular,19,11,208,2,-1,0,unknown,no
26119,30,technician,single,secondary,no,383,yes,yes,cellular,19,11,145,3,-1,0,unknown,no
26121,50,management,single,unknown,no,4666,no,no,cellular,19,11,11,3,166,3,other,no
26122,44,management,married,tertiary,no,-367,yes,yes,cellular,19,11,206,5,-1,0,unknown,no
26123,33,admin.,married,secondary,no,353,yes,no,cellular,19,11,107,2,-1,0,unknown,no
26124,34,management,married,tertiary,no,1036,yes,no,cellular,19,11,54,7,-1,0,unknown,no
26125,36,management,married,tertiary,no,9269,yes,yes,cellular,19,11,107,2,-1,0,unknown,no
26126,49,technician,married,secondary,no,0,yes,no,cellular,19,11,102,2,-1,0,unknown,no
26127,44,blue-collar,single,primary,no,1593,yes,no,cellular,19,11,201,2,174,3,success,no
26129,56,management,married,tertiary,no,0,no,no,cellular,19,11,844,2,-1,0,unknown,no
26130,31,admin.,divorced,secondary,no,525,no,yes,telephone,19,11,278,7,-1,0,unknown,no
26131,58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,11,255,6,189,1,other,no
26132,37,technician,married,secondary,no,5287,yes,yes,cellular,19,11,599,4,100,2,failure,no
26133,51,entrepreneur,married,tertiary,no,3188,yes,yes,cellular,19,11,339,3,-1,0,unknown,no
26134,53,admin.,married,secondary,no,2924,no,no,cellular,19,11,800,6,-1,0,unknown,no
26135,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,11,854,2,170,3,other,no
26136,41,technician,single,tertiary,no,0,yes,no,cellular,19,11,635,6,-1,0,unknown,no
26137,47,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,11,14,7,112,4,other,no
26138,52,blue-collar,married,secondary,no,8979,yes,no,telephone,20,11,72,3,-1,0,unknown,no
26139,47,self-employed,married,primary,no,10697,no,no,cellular,20,11,274,2,-1,0,unknown,no
26140,40,entrepreneur,married,secondary,no,1349,no,no,cellular,20,11,82,3,-1,0,unknown,no
26141,38,self-employed,divorced,secondary,yes,2,no,no,cellular,20,11,291,2,-1,0,unknown,no
26142,40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,11,97,2,-1,0,unknown,no
26143,54,admin.,divorced,secondary,no,459,no,yes,telephone,20,11,132,3,-1,0,unknown,no
26145,52,management,divorced,tertiary,no,427,no,yes,telephone,20,11,36,3,-1,0,unknown,no
26146,58,services,married,secondary,no,50,yes,no,cellular,20,11,161,7,-1,0,unknown,no
26148,32,blue-collar,single,primary,no,1959,no,no,cellular,20,11,348,3,-1,0,unknown,no
26149,38,entrepreneur,married,tertiary,no,898,yes,no,cellular,20,11,80,5,198,2,failure,no
26150,37,technician,single,unknown,no,7245,no,no,cellular,20,11,143,6,-1,0,unknown,no
26151,33,services,married,secondary,no,1631,yes,no,cellular,20,11,366,6,-1,0,unknown,no
26152,35,management,married,tertiary,no,867,yes,no,cellular,20,11,298,2,171,3,success,no
26153,56,management,married,tertiary,no,412,no,no,telephone,20,11,179,6,-1,0,unknown,no
26154,30,technician,single,secondary,no,458,no,no,cellular,20,11,51,7,-1,0,unknown,no
26155,31,management,married,tertiary,no,1224,yes,yes,cellular,20,11,75,2,119,2,success,no
26156,51,management,divorced,tertiary,no,2011,yes,no,cellular,20,11,118,3,-1,0,unknown,no
26158,47,technician,married,secondary,no,6704,yes,no,cellular,20,11,37,2,-1,0,unknown,no
26160,41,technician,married,secondary,no,7870,yes,no,cellular,20,11,48,2,-1,0,unknown,no
26161,41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,11,343,2,-1,0,unknown,no
26162,45,technician,married,secondary,no,2128,no,yes,cellular,20,11,48,3,-1,0,unknown,no
26163,36,admin.,single,secondary,no,10041,yes,no,cellular,20,11,91,2,184,1,other,no
26164,32,unemployed,single,primary,no,911,no,yes,cellular,20,11,42,7,-1,0,unknown,no
26165,35,management,married,primary,no,-326,yes,yes,cellular,20,11,518,2,-1,0,unknown,no
26166,32,services,married,secondary,no,387,yes,no,cellular,20,11,340,2,-1,0,unknown,no
26167,41,blue-collar,single,secondary,no,495,yes,no,cellular,20,11,379,2,-1,0,unknown,no
26168,33,services,married,primary,no,6904,no,no,telephone,20,11,114,2,-1,0,unknown,no
26169,44,technician,married,tertiary,no,0,yes,yes,cellular,20,11,286,6,191,2,failure,no
26171,57,unemployed,divorced,secondary,no,3,no,no,cellular,20,11,77,3,-1,0,unknown,no
26172,31,blue-collar,married,primary,no,347,no,no,telephone,20,11,21,1,-1,0,unknown,no
26173,44,housemaid,single,secondary,no,299,no,no,cellular,20,11,186,1,-1,0,unknown,no
26174,31,management,married,secondary,no,625,yes,no,cellular,20,11,136,1,-1,0,unknown,no
26175,31,services,single,tertiary,no,461,no,no,cellular,20,11,145,1,-1,0,unknown,no
26176,32,technician,married,secondary,no,344,yes,no,cellular,20,11,179,1,197,1,failure,no
26178,30,student,single,unknown,no,809,no,no,cellular,20,11,26,5,171,2,failure,no
26179,33,admin.,single,secondary,yes,-266,no,yes,cellular,20,11,459,1,-1,0,unknown,no
26180,46,blue-collar,married,primary,no,5393,yes,no,cellular,20,11,997,2,-1,0,unknown,no
26181,46,management,married,tertiary,no,22452,yes,no,cellular,20,11,284,1,-1,0,unknown,no
26182,34,management,divorced,tertiary,no,582,no,no,cellular,20,11,209,3,-1,0,unknown,no
26183,41,services,married,secondary,no,3992,yes,no,telephone,20,11,281,2,-1,0,unknown,no
26184,33,management,single,secondary,no,20600,no,no,cellular,20,11,125,1,-1,0,unknown,no
26185,39,entrepreneur,married,secondary,no,5562,no,no,cellular,20,11,149,3,-1,0,unknown,no
26186,36,blue-collar,married,secondary,no,2426,yes,no,cellular,20,11,308,1,-1,0,unknown,no
26187,31,admin.,married,secondary,no,713,yes,no,cellular,20,11,373,1,-1,0,unknown,no
26188,44,blue-collar,married,primary,no,1766,yes,no,cellular,20,11,100,1,-1,0,unknown,no
26189,54,entrepreneur,divorced,tertiary,no,20527,no,no,telephone,20,11,66,1,-1,0,unknown,no
26190,35,management,divorced,tertiary,no,146,no,no,cellular,20,11,392,2,106,2,success,no
26191,49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,20,11,291,1,-1,0,unknown,no
26192,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,11,276,1,128,2,failure,yes
26193,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,11,477,1,-1,0,unknown,yes
26194,34,admin.,single,secondary,no,296,no,no,cellular,20,11,68,1,136,4,failure,no
26196,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,11,142,2,174,2,failure,no
26199,35,technician,married,secondary,no,0,no,no,cellular,20,11,251,1,-1,0,unknown,no
26200,41,unemployed,single,tertiary,no,4517,yes,no,cellular,20,11,137,1,-1,0,unknown,no
26201,45,management,single,tertiary,no,819,no,no,telephone,20,11,25,8,-1,0,unknown,no
26202,38,technician,single,tertiary,no,5122,yes,no,cellular,20,11,370,1,184,1,failure,no
26203,39,services,married,secondary,no,3294,no,yes,cellular,20,11,116,1,-1,0,unknown,no
26204,53,entrepreneur,married,unknown,no,7,no,no,cellular,20,11,68,1,-1,0,unknown,no
26205,34,management,single,tertiary,no,673,yes,yes,cellular,20,11,271,1,184,1,failure,no
26206,37,blue-collar,married,primary,no,8135,yes,no,cellular,20,11,358,1,184,1,failure,no
26207,30,management,married,tertiary,no,196,no,no,cellular,20,11,68,1,101,4,other,no
26208,34,blue-collar,single,secondary,no,3043,yes,yes,cellular,20,11,670,1,-1,0,unknown,yes
26209,33,technician,single,secondary,no,247,yes,no,cellular,20,11,428,1,-1,0,unknown,no
26211,35,management,married,primary,no,3369,no,no,cellular,20,11,322,1,-1,0,unknown,no
26212,49,blue-collar,married,primary,no,4455,yes,no,cellular,20,11,140,1,-1,0,unknown,no
26214,49,management,married,tertiary,no,852,yes,no,cellular,20,11,408,1,-1,0,unknown,no
26215,41,management,single,tertiary,no,195,no,no,cellular,20,11,125,1,167,2,failure,no
26216,40,services,single,secondary,no,1547,yes,no,cellular,20,11,405,1,-1,0,unknown,yes
26217,50,entrepreneur,married,tertiary,no,8649,yes,no,cellular,20,11,141,1,-1,0,unknown,no
26218,51,admin.,married,secondary,no,684,yes,no,cellular,20,11,68,1,-1,0,unknown,no
26219,57,management,divorced,tertiary,no,15062,no,no,telephone,20,11,76,9,-1,0,unknown,no
26220,37,management,single,tertiary,no,2875,no,no,cellular,20,11,110,2,-1,0,unknown,no
26221,38,technician,married,secondary,no,1448,yes,no,cellular,20,11,415,1,-1,0,unknown,no
26222,59,retired,married,secondary,no,667,no,no,cellular,20,11,486,1,-1,0,unknown,no
26223,59,management,divorced,secondary,no,1175,yes,no,cellular,20,11,228,1,-1,0,unknown,no
26224,32,blue-collar,single,primary,no,1426,yes,no,cellular,20,11,114,1,-1,0,unknown,no
26225,31,technician,married,secondary,no,1263,yes,no,cellular,20,11,364,1,-1,0,unknown,no
26226,34,technician,married,secondary,no,210,yes,yes,cellular,20,11,199,1,-1,0,unknown,no
26227,59,management,married,tertiary,no,98417,no,no,telephone,20,11,145,5,-1,0,unknown,no
26228,33,admin.,married,secondary,no,4902,yes,no,cellular,20,11,110,1,-1,0,unknown,no
26229,37,technician,married,secondary,no,523,yes,no,cellular,20,11,232,4,-1,0,unknown,no
26230,34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,11,505,1,183,4,failure,no
26232,36,blue-collar,married,secondary,no,270,yes,yes,cellular,20,11,884,2,-1,0,unknown,no
26233,38,management,single,tertiary,no,8953,no,yes,cellular,20,11,301,1,-1,0,unknown,no
26234,35,self-employed,single,tertiary,no,935,yes,no,cellular,20,11,71,1,176,2,failure,no
